,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
60610,113400,114300,114900,115100,115200,115400,116300,117500,118300,118900,119500,120200,121700,123200,125000,127000,128700,129000,129900,130800,131500,132800,134800,135700,136700,139300,142700,145800,149000,152200,154900,157300,160200,162600,164000,165100,167300,170300,174300,178500,181200,182400,183600,184600,185200,186700,188800,191000,191000,188700,186300,187000,189300,191000,192500,195700,199100,200600,203200,208400,212800,215000,215900,216100,216700,218300,219700,222100,225200,227900,229100,229600,229800,230700,232200,231800,230100,230800,233300,234100,233900,233900,235600,237800,239500,240800,242000,242500,242200,242100,242100,242300,242900,244200,243900,241100,239600,240600,242000,244200,248000,250100,249100,248200,249300,250900,251600,253200,255300,256100,256000,256400,257100,258900,261600,262000,262000,263400,265200,265900,268100,269900,269900,269600,269800,269700,270000,270600,270700,270900,270300,268400,267500,269000,271900,275000,277000,276700,275900,277000,279300,281500,283200,283000,281200,279200,277000,274300,272700,271200,268800,265700,265500,267900,271900,274200,273500,269700,266300,263800,262200,262400,263600,265900,256900,242000,233100,233100,232500,232100,230100,227300,224100,223100,222600,221200,223500,227700,227000,223600,220600,218000,215800,213800,211700,209700,207400,205800,204800,202400,200600,200000,200600,202600,205600,207400,207900,207800,208200,208200,209700,211800,213000,213400,215900,218200,221500,226400,229800,229800,229900,230400,231500,234300,237300,238600,237900,236500,235300,235500,237100,239000,240100,240400,239300,238400,238900,240200,242000,243900,244900,244700,244700,245400,246200,246100,246200,247200,247400,246900,247100,247300,246200,244300,242400,241900,244100,246800,248900,251000,253000,253600,254700,257200,261000,265500,270200,273900
60611,138100,139400,139100,138400,138800,140300,141200,142400,143700,144200,144100,143800,142900,142100,141600,141000,141800,143300,144500,144500,145300,147200,149400,150600,151300,152300,153200,153900,155600,158300,160400,160800,160400,161500,163900,165800,167100,169900,174800,179600,181400,181500,181800,182300,183900,186900,190700,194400,198300,201500,204400,207400,210300,211900,213500,216200,219000,220200,222200,225500,229700,233200,234900,234100,233900,235700,237900,240500,242900,243400,242200,241400,241200,242500,246100,250700,251800,249900,250000,252100,252900,252400,252100,252900,253400,255700,258900,261700,263000,263900,263300,263800,265400,267500,269600,272700,275900,276400,273700,271400,272200,274100,275000,275000,277700,283800,289600,292900,294800,294400,293000,294000,296100,298400,303900,309000,308700,307300,307600,305000,301100,300600,302600,303900,307400,311400,312300,311700,312100,311500,308900,307000,306500,306900,308600,311200,310400,309500,311200,313300,314400,317600,321300,323700,325200,326900,327200,326400,324600,321700,318800,317500,323100,329200,333200,338600,346000,345500,343300,340800,335700,331700,327700,321800,313300,304900,296200,290400,285700,284500,282500,280000,280000,281200,279300,274500,269200,267000,267400,266300,264300,263900,262200,256200,253300,258000,265000,269400,270300,266900,265500,265000,261200,256700,256800,260700,267400,270100,271900,277600,283000,286100,287200,286300,287200,287200,286400,292000,297700,293900,288500,286900,286500,283800,283900,286700,288700,289900,293000,295200,295500,295900,296000,294700,293100,294100,294800,295500,297500,300500,303400,305900,305900,305200,305000,305000,304300,303900,303800,304800,306400,308300,308700,306800,302800,298000,294500,295400,301400,309400,312000,310400,311400,315600,317300,315500,312900,311400
60620,75200,75300,75300,75200,75300,75500,75800,76000,76200,76300,76300,76200,76300,76400,76200,76000,76100,76500,77200,78100,78700,79500,80000,80300,80400,80700,81100,81700,82300,82500,82900,83300,83700,84100,84600,84600,84600,84600,84500,84600,85100,86200,87100,88000,88900,89700,90300,90700,91000,91700,92500,93000,93300,93800,94000,93700,93700,94400,95400,96100,96400,96800,97200,97900,99000,99800,100800,101900,102900,104000,105300,106600,107800,108400,108800,109100,109100,109200,109700,110200,110600,111300,112600,114600,116500,118100,119800,121000,121600,121800,121900,122300,123000,123200,123000,123000,123700,124800,126100,127800,129800,131700,133300,134900,136500,138100,139300,140300,141100,142100,143700,145600,146800,147700,149000,150300,151400,152100,153000,154000,154800,155800,156700,157400,158100,158600,158700,158900,159500,161100,162700,163900,164900,165400,165200,164600,165000,166200,167000,167100,167100,166400,165100,163600,162800,162900,163300,162600,161300,159600,157400,154800,151800,148400,145600,143500,141300,138700,136200,134400,131800,129400,128600,129100,128300,127100,126000,125000,124100,124100,123900,123400,123200,123200,122400,121100,120500,120500,120000,118400,116000,113400,111200,109600,109600,111200,112900,114000,115600,116800,118000,119800,121500,121600,120800,120300,119400,117200,115500,114800,114400,114400,115100,115900,117300,119500,121500,123500,124400,123300,121200,119700,118900,120100,122000,122500,122100,122200,122500,121400,120600,121500,122600,122100,120200,117100,113100,111400,112200,113700,114200,115000,117100,119700,121900,124600,127700,129600,131200,132700,132500,130400,131700,135400,137100,136000,135300,134700,134900,135500,136800,137300,137300,137900,137900,136700,135600,135200
60634,147500,146900,145800,144500,143800,143200,142700,142600,142700,143200,143600,143900,144400,145000,145200,145400,145600,146000,146800,147500,148000,148700,149400,150100,150400,150300,150200,150800,151900,153100,154300,155300,155900,156200,156600,157000,157800,158900,160300,161700,163500,165300,166900,168400,170000,171800,173800,175600,177700,179800,182000,184500,186900,189100,191500,194000,196700,199300,201500,203900,206600,209200,211400,212900,214200,216000,218300,221000,223100,224400,225500,227200,228500,229700,231200,233500,235900,237900,239600,241000,242800,244700,246900,249100,250800,253600,258100,262100,264400,265500,265600,266000,267300,269100,271300,273400,275200,277900,280700,283900,287500,291400,294100,296000,298200,301400,305000,308800,312900,316500,318700,320500,322800,324500,326400,328900,331000,332700,334300,335800,337900,338900,339100,339400,339300,338900,339700,341500,343000,344400,344900,344400,342400,339500,336600,333900,330900,329100,328300,326300,322200,317200,312200,306800,301700,296600,290900,284300,278800,274800,272300,270200,269600,269400,267500,263300,258800,253900,249500,245700,242700,240300,238300,236400,233300,229000,225600,225100,225500,224500,221300,217900,214800,212100,209000,205800,203500,202600,202100,200600,198000,195900,194400,193600,193900,194300,192300,189200,186700,185700,184100,181800,180000,180200,181100,181800,181000,178600,177300,177600,178400,178400,179300,180300,181400,184000,189700,195900,200600,203600,205900,206500,206200,207300,210200,213400,216100,218000,219600,221400,222900,224800,227000,229000,230000,229700,228800,230100,233100,235700,236400,236700,237000,236900,237200,239000,240200,239600,238900,239400,241000,241900,243000,243900,244700,245500,247100,248400,250200,251500,251600,251500,252000,251800,249900,247400,246700,247000
60016,135700,137200,138500,139200,139500,139500,139200,139200,139700,140900,142000,142400,142600,142700,142300,141900,142200,143200,143600,143500,143700,144200,144600,145500,146500,147000,146900,146600,146100,145800,146700,147500,147500,147300,147700,148000,148100,148600,149400,150600,151800,152600,153400,154900,156400,157600,159200,160700,162400,163700,164800,165800,167200,168800,170100,170700,171600,173000,174800,177300,179500,181500,183700,185900,187500,188900,191000,193500,195700,197400,198700,199200,199400,199100,199200,200700,203600,206700,209200,211300,213300,214800,215900,217100,219000,222000,225500,228200,229500,229500,229300,229900,230900,232500,234300,235500,236200,236400,237300,239300,241600,243200,244400,246200,248300,249700,250600,252000,254200,257100,259200,259900,260200,261700,264600,266600,267300,267700,269600,272200,273900,274000,273400,272700,272600,272700,272300,271600,271000,271000,271300,270600,269300,269100,269300,268700,267300,265600,264300,263700,262800,260700,258300,256100,253500,249800,245200,240600,237500,236200,234800,232000,230800,231400,230500,227100,223200,220000,218300,217800,216900,215200,213000,211100,209600,207900,205600,203000,200800,198700,196500,193600,190500,187700,184800,180700,176700,174400,173300,171700,169200,166800,164400,162300,160500,158600,157100,156000,154000,150800,148400,147900,149100,150200,150300,149700,149300,148600,148600,149700,150400,150200,150200,150700,151800,154100,156900,159200,160300,160700,161100,162700,164600,165900,166700,168300,169500,170200,171000,172300,173800,175800,176900,177300,178400,179700,180200,181600,183100,183600,183400,185200,188800,192400,194500,195400,195100,194200,194200,195100,196000,196600,198400,200000,200400,199700,199600,199700,201600,204700,207700,208600,209200,210600,212300,213000,213200,213400
60628,67700,67900,68100,68100,68000,67900,68000,68400,69000,69600,70300,70700,70800,70800,71100,71600,72100,72700,73300,73500,73400,73400,73800,74400,74800,74800,74600,74600,75000,75400,75800,76600,77500,78300,78800,79200,79400,79700,80100,80600,81300,82300,82900,83100,83400,83900,84700,85200,85600,86000,86300,86700,87200,87500,87900,88400,88900,89100,89300,89900,90500,91000,91200,91600,92100,92400,92800,93400,93900,94400,94800,95300,96000,96800,97500,97600,97600,98100,99000,100000,101200,102300,102900,103300,103900,104900,106200,107300,108200,108500,108600,108900,109300,109700,110200,110600,111000,111500,112600,114200,115800,117300,118600,119600,120100,120700,121600,123200,125300,127400,129000,129800,129900,130100,130300,130900,132000,133200,134500,136000,137000,136900,136600,136900,137900,139000,140200,140900,141100,141900,143100,143600,143500,143400,143400,143600,143600,143500,143800,144200,144200,144200,144700,144700,144000,143200,142200,140700,139700,138900,137900,136400,134700,132700,130600,128500,126500,124500,122600,120900,119100,117800,117100,117100,116700,115800,114700,114400,115300,116100,114900,113400,113000,112400,110700,109100,108200,107700,106500,104000,101100,99600,99900,100400,100700,101000,100900,100300,99900,99300,98600,98900,100000,100200,100200,100500,100600,100300,100600,101400,102300,102900,103100,103700,105000,106700,107800,108400,108200,107600,107000,106000,105200,105400,106300,106300,105000,103500,103000,102400,101900,101100,99900,99000,97900,95800,93600,92500,91700,91200,90900,90500,90000,90200,91300,93000,95100,97200,98500,99100,99900,100500,101800,104100,106300,107200,107700,107200,106600,106900,108600,110300,111200,112000,112600,112900,113400,113900
60626,98700,98100,97500,96600,95200,94100,93400,93800,94800,96000,96500,97100,97700,98400,99400,100600,101100,101100,101100,100800,100500,100500,101000,101100,100700,100200,100700,101600,102500,104400,107100,108800,109800,110400,110300,110600,112300,114100,115000,115600,116400,117600,119300,121500,123500,125100,126900,128800,130500,131700,132400,133000,133800,134700,135500,136500,138200,139900,141800,143400,144300,145900,148400,150400,151600,152600,153600,155200,157100,159800,162400,164600,166700,168300,168600,169000,170200,171200,171800,172900,173600,174000,175200,176900,178100,179700,182600,186400,190200,193000,194200,194000,193500,193100,192400,191700,191500,191400,190800,191200,192900,194700,195900,197400,199800,202100,203500,204000,205400,207600,209700,211000,211400,212100,212600,212100,211800,212700,213900,215000,216000,216300,216200,216100,216000,216300,217900,219500,220300,220800,221100,220500,219900,219100,217900,216400,215300,214900,215100,215100,214500,213800,213000,212000,211100,210100,208800,207100,205100,203600,202000,199900,198500,198300,197900,196300,194200,192700,191800,190900,189700,188200,186200,185600,181500,174200,168500,168100,168100,167000,164900,162300,159500,156600,154000,151300,150200,149300,149000,147200,143300,138400,133600,130000,127200,125000,123200,121900,120700,120100,119100,117600,116000,114600,113400,112500,111700,109700,108200,107300,108000,108900,109700,108700,109700,113600,118800,122200,124400,126500,126600,124700,124200,125100,125500,126300,126600,125500,124800,125200,126000,126600,127500,129600,130200,129500,129200,130900,133200,136000,137600,139000,140100,142100,144800,147600,148700,148600,148100,147600,147900,148100,149700,151000,150100,148700,148900,148700,149000,150600,151400,151300,150300,149200,147800,147300,148800,151300
60649,80400,80300,79500,78400,77700,77600,77500,77700,78400,79300,79500,78800,77800,77300,77000,76900,77400,78200,78700,79100,79600,80200,80600,80700,80800,80900,81200,82200,83000,83500,84300,85300,86100,86500,86700,86900,87000,86600,86400,86700,87200,87900,88800,89400,89100,88500,89100,91200,93500,95400,97700,99300,99400,99200,99200,99200,99500,100300,100700,100800,101600,103400,104900,106100,107800,108900,108900,108300,108200,109000,110400,110800,110500,110200,110900,112600,114600,115900,116600,117600,119100,120800,122400,124600,126300,128600,131200,132700,133100,133500,134200,135400,136100,136200,136700,137700,138900,140100,140800,141100,141900,144100,146400,147500,148300,149100,149700,150300,151900,153100,153000,153000,153300,154000,156000,159400,162800,165500,167100,168100,168400,167400,166300,165900,166500,166800,167200,167500,167900,168900,170800,171800,171600,171800,173300,174800,174800,173500,171900,170200,169700,170400,170800,170000,168900,167600,165900,164100,163100,163200,163100,161600,158400,154700,152900,152600,151600,150400,149600,148700,147600,146800,146100,147200,147600,146300,144300,143300,142900,143300,142200,139200,136200,136100,137200,137400,137200,137400,136800,135300,132700,130700,129800,129900,131000,130700,128500,125700,125800,126100,125000,123400,123500,121900,121100,123000,124400,123800,123800,123800,122100,120700,119900,119500,121200,124000,125200,124800,124300,123700,122600,121500,121500,123600,126200,127200,124900,121800,119900,119600,119500,119800,118900,117600,115500,112400,109400,108300,109900,112900,113800,111800,109700,109000,109500,111700,114100,115300,114700,113300,112000,111700,114400,117700,118000,115900,115300,114600,114000,114400,117100,121100,124600,126600,126700,126800,128800,131800
60616,100200,101700,103200,104300,104800,105100,105700,106700,107500,107600,108300,109400,109900,109000,108300,108400,109200,110300,111400,111900,112500,113800,115000,115800,117300,119400,121300,123100,123700,123600,123900,124200,124000,123500,123100,123200,124400,125800,127500,129800,132200,134000,135800,137500,139200,141700,144300,146700,149200,151800,153700,154200,154200,154300,154500,156400,159900,161900,162500,163300,164200,165100,166800,169600,172600,173900,174100,175200,177700,180400,183200,186300,188700,188700,187200,186600,187500,188900,189800,189700,188500,188400,190700,192700,194000,196500,200200,202300,204700,208900,212400,214200,215500,217100,218000,218900,219900,221200,221900,222700,224200,226300,228200,229500,231000,231800,232000,232300,233800,235700,237000,237900,237500,236900,238000,240000,241900,243700,245600,246200,245400,244200,244100,243700,242400,241600,242000,242700,242100,241700,242000,242300,242800,243700,245300,246900,248100,248100,249100,250900,252300,251800,250300,249100,250500,249700,245800,242800,242300,241100,239900,237900,238500,239100,237900,237600,238600,235300,233400,234100,233000,230200,228800,228900,227200,227200,225700,222500,216900,212400,205400,204800,209000,213400,211400,207900,206600,207400,209000,210100,204700,199000,197300,195600,192100,189800,186900,185400,181500,174900,172900,173500,175200,184100,194700,192900,185700,181800,181100,179400,179600,180700,181700,181900,186500,192900,201300,208800,215700,221900,229900,236200,238000,236400,234700,233400,232200,230600,226100,220900,218300,217900,217100,217700,219400,223100,227200,231000,233000,231300,227600,226600,228000,229900,232200,232200,231700,231700,230000,228500,231000,232900,233600,235400,236200,234000,233000,233500,236700,241600,244600,245500,246000,244400,244000,248900,254900,257700
60453,133200,132600,131800,131100,130300,129600,129200,129000,128800,128500,128300,128600,129000,129400,129400,129300,129100,129200,129400,129400,128800,128300,128200,127600,126900,126900,127300,127700,128100,128300,128800,129300,129800,130100,130800,131600,131800,131700,131500,131300,131200,131600,132000,132400,132700,132900,133000,133300,133800,134400,134600,134800,135200,135800,136700,137500,138300,139300,140500,141600,142400,142900,143700,145000,146800,148900,150700,151900,153200,154600,155900,156700,157600,158200,158800,159500,160500,161300,162600,164200,165400,166600,168400,170700,172500,174900,178300,181300,183000,183400,182500,181100,180300,180200,180400,181500,184000,186500,188200,189500,191100,192800,194600,196800,199900,203100,206000,208400,209900,210400,210900,211700,212900,214800,218200,222300,224900,225900,225900,224900,224500,225700,228000,229800,230600,230500,230200,229800,229500,229600,230800,232000,231900,230700,229200,228200,228000,227700,227000,226000,224500,221800,219300,216600,213800,210500,206400,202400,199900,198100,195600,193400,191600,189800,187700,186400,185500,184500,183500,182400,181200,180800,180900,180300,180100,181100,181100,180100,180000,180500,179800,178200,176000,173400,170800,168400,166200,165500,166100,165600,162800,160000,158200,156500,154300,152600,151100,149500,147800,146500,145000,144300,144300,144000,143400,144100,144800,144200,144400,146500,148000,147300,146000,145400,145700,146900,149200,151800,153800,155300,156200,156400,156800,157300,157200,156700,157100,158500,159100,158800,159800,161500,162300,162300,162200,161400,160500,160700,161100,161200,161500,162200,163300,163900,163600,162700,162400,162600,163600,165500,168000,169400,171700,173700,173900,173000,173600,174400,175800,177100,179000,180600,181200,181100,180500,179400,179400,179900
60641,136600,135500,134500,133700,133500,133600,133500,133600,133600,133900,134500,135300,135500,135300,134700,134900,135200,135200,135400,136500,137700,138300,138800,139300,140000,140500,140500,140900,141500,142100,143000,143800,144400,145200,146100,146900,148300,150400,152700,154600,156200,158000,159800,161500,163000,164700,166500,167800,169100,170700,173000,175600,178200,180800,183300,185800,188700,191200,193300,195700,198600,201100,203300,205200,206500,207700,209300,211100,212600,214600,217400,220400,222300,223200,224200,225600,227400,229300,231500,234200,237000,239400,241700,244300,247300,251500,256700,260900,263000,264300,264500,264500,265600,267000,268500,271000,274500,278200,281300,283900,286700,290300,293300,296500,300100,303800,306600,308700,310000,311000,312200,314900,319300,323500,326800,329300,331300,333300,335900,337800,339200,339800,339800,340200,341200,342200,343600,344300,343200,342700,343100,342100,340300,338500,336900,335000,332200,329200,327000,324600,321100,316700,311900,307400,303600,299500,294600,290200,287400,284900,282600,280200,278400,275700,272000,267400,262400,258100,255000,251000,246100,242600,239900,238000,236300,234300,232600,231500,228900,226000,224000,221900,219800,217400,214600,212100,210300,208500,206200,205000,204200,202000,198600,196600,195000,193400,191000,188400,185900,184500,183700,182300,181000,181400,180800,179300,178600,178300,178500,179300,180500,182800,185300,187700,192200,198700,204300,208500,212200,215700,218600,220800,221900,222300,222900,224900,227300,229700,232800,235000,235400,235700,236500,237300,238400,239700,241000,241600,242100,242400,242500,243600,245400,246600,247300,248400,248200,247300,248000,249800,250000,247800,249900,254200,255800,255500,257600,259300,261800,263600,264300,265500,267800,269800,271300,273400,277000,280500
60622,161100,160700,160800,161300,161700,161500,161100,161900,163100,164000,164800,166400,168000,169300,170700,172200,173600,174500,174700,174500,174900,175700,176600,178100,180200,182400,184400,186000,187200,188300,189700,191400,192900,194800,197500,200200,203100,206200,210000,214300,218200,221500,225200,228300,230100,232400,235700,238600,241300,245100,248300,250700,253500,256200,258600,261700,265000,266600,268100,270600,273500,274800,275500,276600,278500,281700,285000,287400,288600,289100,289600,291300,292100,291600,291700,292900,295400,298900,302300,304100,305200,306600,307900,309100,310500,312800,316400,320000,321900,321700,320300,320300,322600,325300,326300,326200,327200,328900,329700,329300,329000,330000,332800,335600,338000,340200,343000,346300,349900,353000,355400,356800,357900,359600,361900,364800,368000,371000,372800,373600,373600,373200,372200,371500,371300,370800,370000,370400,371800,373600,375400,376000,374900,374600,375700,376900,377400,377600,377800,377200,376600,377100,377800,377200,375400,372900,369700,366000,362600,359700,356800,353100,350200,349000,347900,345400,343500,342300,341600,342200,343000,342600,341200,340000,336000,329900,325300,324600,325700,326500,325400,322100,318500,317100,316200,313900,311500,310400,309700,308000,304300,301000,299000,298900,299900,300800,300200,300100,301000,300800,299200,298900,300200,299900,300200,302500,304500,304500,305900,308600,311000,313100,316600,320800,323700,326300,330400,335600,340400,343500,345000,346000,347600,349600,351000,351200,351300,353300,355600,356500,356900,357800,357900,358000,358400,358200,358400,359800,363100,367300,370200,370400,370100,370800,372400,374500,376100,377000,377900,380100,383900,386400,388900,391600,393300,394100,396000,398500,403000,407400,409300,409200,410800,412100,410800,408000,406300,405200
60660,92800,91500,90800,90300,90100,90200,90400,90900,91500,92200,92800,93700,94200,94100,94300,95500,95700,95100,94900,94700,94400,94700,95200,95500,96100,96600,97300,98600,100000,100700,101300,102800,104700,105800,105900,106500,108200,110200,111400,112700,114400,116400,118400,120300,121700,123100,124700,126400,128300,130400,132200,133600,135100,137100,138800,140200,141800,143300,145200,147300,149500,151400,152600,153200,154300,155900,158100,160500,162400,164100,166400,168600,170200,172300,174500,175800,176400,177200,178600,180400,181300,181200,181800,183700,185800,188200,190700,192900,194600,195000,193900,192600,192100,192200,192900,193400,193200,192300,191600,191900,194100,197000,198600,199100,200200,201400,201700,201900,203100,204700,206100,207300,207300,206700,207500,209400,212100,215300,217100,216900,216500,216000,215600,215900,216500,216900,217100,216400,214800,214300,214400,214100,212900,211800,211500,211800,211500,211600,212300,212800,212700,212000,211300,209900,207900,206700,205700,203800,201800,200100,198300,195800,195600,197600,199100,198200,197300,195800,194400,194000,194200,193900,193000,192100,188300,182600,178400,177500,176700,175900,175200,173800,170900,167900,165200,163000,161500,160800,160600,158600,155200,151200,146600,142800,141600,140900,139800,139500,139900,139300,137100,135100,135000,135600,135200,133300,130200,127800,126400,125900,125500,124800,125000,125900,127200,129400,133200,137100,140200,142300,143800,144900,146200,147400,148100,150100,151600,151100,150300,151400,152700,154400,156000,156500,156400,156400,155800,155800,158100,161800,163600,163700,164200,165000,165800,166300,166000,165500,166100,167700,169000,169200,169500,170300,170400,170700,171900,173600,174600,174900,175700,176000,175200,174700,175700,177400,178800,179200
60056,183200,183200,182800,181100,178900,178000,178300,178900,179300,180800,183200,184500,184100,183600,183200,182400,181400,181300,182700,184100,185100,186100,187500,188800,190000,190000,188700,187300,187100,187600,188000,188900,190400,191600,192300,193000,193700,194200,195500,198100,201500,203900,205400,206500,208000,209400,210600,211600,212900,214300,216000,218400,220900,223700,226800,229700,231800,233000,234100,235300,236600,237500,238400,240200,242900,246200,249300,251700,253000,253400,253600,254200,254900,255000,255300,257000,259300,262100,265700,269300,272400,275100,277900,280800,284700,292400,301500,307200,308400,306300,301300,297800,296700,296600,296400,297300,298800,300700,303200,306600,309300,311000,312200,313300,315000,318400,323100,327600,331500,333900,334500,335200,338100,341400,343700,345000,346700,348800,351400,353600,354800,355300,355000,353800,353200,354800,357700,358800,358100,357300,355800,352800,349300,346000,343000,339700,336200,333800,332700,332700,333500,333500,331900,329700,328400,327400,324900,321200,317200,312700,308200,305100,303600,301900,299000,295500,291600,287600,284700,282900,281700,280700,280200,280100,278600,276200,273400,270700,268600,265200,260300,256500,253600,251100,250700,250400,248700,247000,245900,244400,241100,237900,236000,235000,234700,234900,232900,229600,226400,223800,223600,225200,226000,225500,226300,227000,226100,224600,224500,225300,226200,226500,227400,229300,231800,235700,242100,248400,252600,254400,254500,253600,253300,254400,254400,254600,257300,261400,263700,265200,266700,267700,268400,269100,269000,268300,267200,267300,269400,272200,273700,275000,275900,276200,277000,278700,281000,283000,284700,286300,288500,291000,291400,289600,289400,292000,294300,295600,297400,299700,302300,303500,303000,301100,299300,298400,299200,300000
